2011-01-03,08:30,3.0187,3.3193,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-03&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A30
2011-01-03,12:00,3.0275,3.3295,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-03&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=12%3A00
2011-01-04,08:30,3.0115,3.3135,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-04&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A30
2011-01-04,12:00,2.9796,3.2763,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-04&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=12%3A00
2011-01-05,08:30,2.9463,3.243,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-05&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A30
2011-01-05,12:00,2.9489,3.2432,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-05&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=12%3A00
2011-01-07,08:30,3.0173,3.3179,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-07&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A30
2011-01-07,12:00,3.0173,3.3179,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-07&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=12%3A00
2011-01-10,08:30,2.963,3.257,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-10&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A30
2011-01-10,12:00,2.963,3.257,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-10&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=12%3A00
2011-01-11,08:30,2.9715,3.2692,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-11&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A30
2011-01-11,12:00,2.9628,3.2571,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-11&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=12%3A00
2011-01-12,08:30,2.9346,3.2289,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-12&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A30
2011-01-12,12:00,2.8936,3.1817,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2011-01-12&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=12%3A00
