DATE,CHF3MTD156N
2017-01-03,-0.7272
2017-01-04,-0.7272
2017-01-05,-0.7272
2017-01-06,-0.7292
2017-01-09,-0.7292
2017-01-10,-0.7272
2017-01-11,-0.7252
2017-01-12,-0.7252
2017-01-13,-0.7272
2017-01-16,-0.7272
2017-01-17,-0.7294
2017-01-18,-0.7294
2017-01-19,-0.7294
2017-01-20,-0.7294
2017-01-23,-0.7294
2017-01-24,-0.7294
2017-01-25,-0.7294
2017-01-26,-0.7274
2017-01-27,-0.7274
2017-01-30,-0.7296
2017-01-31,-0.7286
2017-02-01,-0.7286
2017-02-02,-0.7286
2017-02-03,-0.7262
2017-02-06,-0.7262
2017-02-07,-0.7262
2017-02-08,-0.7256
2017-02-09,-0.7256
2017-02-10,-0.7244
2017-02-13,-0.7244
2017-02-14,-0.7244
2017-02-15,-0.7244
2017-02-16,-0.7264
2017-02-17,-0.7264
2017-02-20,-0.7264
2017-02-21,-0.7262
2017-02-22,-0.7282
2017-02-23,-0.7282
2017-02-24,-0.7292
2017-02-27,-0.7272
2017-02-28,-0.7262
2017-03-01,-0.726
2017-03-02,-0.726
2017-03-03,-0.724
2017-03-06,-0.723
2017-03-07,-0.723
2017-03-08,-0.723
2017-03-09,-0.723
2017-03-10,-0.723
2017-03-13,-0.721
2017-03-14,-0.728
2017-03-15,-0.73
2017-03-16,-0.7284
2017-03-17,-0.726
2017-03-20,-0.728
2017-03-21,-0.728
2017-03-22,-0.728
2017-03-23,-0.73
2017-03-24,-0.7312
2017-03-27,-0.7312
2017-03-28,-0.7324
2017-03-29,-0.7302
2017-03-30,-0.7298
2017-03-31,-0.7296
2017-04-03,-0.7296
2017-04-04,-0.7296
2017-04-05,-0.7298
2017-04-06,-0.7298
2017-04-07,-0.7298
2017-04-10,.
2017-04-11,-0.7332
2017-04-12,-0.7322
2017-04-13,-0.7322
2017-04-14,.
2017-04-17,.
2017-04-18,-0.7322
2017-04-19,-0.7322
2017-04-20,-0.7322
2017-04-21,-0.7322
2017-04-24,-0.7322
2017-04-25,-0.73
2017-04-26,-0.73
2017-04-27,-0.73
2017-04-28,-0.73
2017-05-01,.
2017-05-02,-0.732
2017-05-03,-0.732
2017-05-04,-0.732
2017-05-05,-0.732
2017-05-08,-0.732
2017-05-09,-0.729
2017-05-10,-0.727
2017-05-11,-0.727
2017-05-12,-0.727
2017-05-15,-0.727
2017-05-16,-0.727
2017-05-17,-0.729
2017-05-18,-0.7292
2017-05-19,-0.7292
2017-05-22,-0.7292
2017-05-23,-0.7292
2017-05-24,-0.7292
2017-05-25,-0.7296
2017-05-26,-0.7296
2017-05-29,.
2017-05-30,-0.7296
2017-05-31,-0.7296
2017-06-01,-0.7296
2017-06-02,-0.7296
2017-06-05,-0.7296
2017-06-06,-0.7296
2017-06-07,-0.7296
2017-06-08,-0.7296
2017-06-09,-0.7306
2017-06-12,-0.7306
2017-06-13,-0.7306
2017-06-14,-0.7306
2017-06-15,-0.7306
2017-06-16,-0.7306
2017-06-19,-0.7306
2017-06-20,-0.7306
2017-06-21,-0.7306
2017-06-22,-0.7306
2017-06-23,-0.7306
2017-06-26,-0.7302
2017-06-27,-0.7302
2017-06-28,-0.7302
2017-06-29,-0.73
2017-06-30,-0.73
2017-07-03,-0.729
2017-07-04,-0.729
2017-07-05,-0.7244
2017-07-06,-0.7264
2017-07-07,-0.7264
2017-07-10,-0.7264
2017-07-11,-0.7264
2017-07-12,-0.7264
2017-07-13,-0.7286
2017-07-14,-0.7286
2017-07-17,-0.7286
2017-07-18,-0.7286
2017-07-19,-0.7286
2017-07-20,-0.7286
2017-07-21,-0.7286
2017-07-24,-0.7286
2017-07-25,-0.7286
2017-07-26,-0.7286
2017-07-27,-0.7286
2017-07-28,-0.7256
2017-07-31,-0.7256
2017-08-01,-0.7256
2017-08-02,-0.7256
2017-08-03,-0.7256
2017-08-04,-0.7256
2017-08-07,-0.7256
2017-08-08,-0.7256
2017-08-09,-0.7262
2017-08-10,-0.7262
2017-08-11,-0.7262
2017-08-14,-0.7254
2017-08-15,-0.7254
2017-08-16,-0.7254
2017-08-17,-0.7254
2017-08-18,-0.7258
2017-08-21,-0.7258
2017-08-22,-0.7262
2017-08-23,-0.7262
2017-08-24,-0.7264
2017-08-25,-0.7264
2017-08-28,.
2017-08-29,-0.727
2017-08-30,-0.7264
2017-08-31,-0.7262
2017-09-01,-0.7262
2017-09-04,-0.7262
2017-09-05,-0.7262
2017-09-06,-0.7262
2017-09-07,-0.7262
2017-09-08,-0.7262
2017-09-11,-0.726
2017-09-12,-0.726
2017-09-13,-0.726
2017-09-14,-0.726
2017-09-15,-0.726
2017-09-18,-0.726
2017-09-19,-0.726
2017-09-20,-0.726
2017-09-21,-0.726
2017-09-22,-0.726
2017-09-25,-0.726
2017-09-26,-0.726
2017-09-27,-0.726
2017-09-28,-0.726
2017-09-29,-0.726
2017-10-02,-0.726
2017-10-03,-0.726
2017-10-04,-0.726
2017-10-05,-0.726
2017-10-06,-0.726
2017-10-09,-0.726
2017-10-10,-0.726
2017-10-11,-0.726
2017-10-12,-0.7264
2017-10-13,-0.7264
2017-10-16,-0.7264
2017-10-17,-0.7264
2017-10-18,-0.7264
2017-10-19,-0.7264
2017-10-20,-0.7264
2017-10-23,-0.7264
2017-10-24,-0.7264
2017-10-25,-0.7264
2017-10-26,-0.7264
2017-10-27,-0.7264
2017-10-30,-0.7264
2017-10-31,-0.7268
2017-11-01,-0.7348
2017-11-02,-0.7348
2017-11-03,-0.737
2017-11-06,-0.737
2017-11-07,-0.737
2017-11-08,-0.741
2017-11-09,-0.7414
2017-11-10,-0.7414
2017-11-13,-0.742
2017-11-14,-0.742
2017-11-15,-0.745
2017-11-16,-0.751
2017-11-17,-0.751
2017-11-20,-0.751
2017-11-21,-0.751
2017-11-22,-0.751
2017-11-23,-0.751
2017-11-24,-0.751
2017-11-27,-0.751
