2013-01-02,08:19,3.2421,3.5361,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-02&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A19
2013-01-02,17:30,3.2493,3.5439,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-02&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=17%3A30
2013-01-03,08:19,3.2349,3.5283,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-03&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A19
2013-01-03,11:32,3.246,3.5403,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-03&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=11%3A32
2013-01-04,08:24,3.2609,3.5564,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-04&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A24
2013-01-04,12:45,3.2819,3.5793,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-04&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=12%3A45
2013-01-07,,3.2796,3.5768,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-07
2013-01-08,,3.2855,3.5832,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-08
2013-01-09,,3.2703,3.5667,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-09
2013-01-10,,3.2442,3.5384,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-10
2013-01-11,08:18,3.2435,3.5376,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-11&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A18
2013-01-11,16:14,3.2565,3.5517,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-11&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=16%3A14
2013-01-14,,3.2437,3.5379,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-14
2013-01-15,,3.2132,3.5047,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-15
2013-01-16,,3.2079,3.4989,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-16
2013-01-17,,3.2001,3.4905,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-17
2013-01-18,08:23,3.1575,3.4442,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-18&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=08%3A23
2013-01-18,14:19,3.2133,3.5048,http://raiffeisenpolbank.com/kursy-walut/hipoteczne-kursy-walut-polbank-hl/-/amg-currency-simple-box/date?_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateDate=2013-01-18&_amgcurrencysimplelist_WAR_amgcurrencyportlet_rateTime=14%3A19
